locus_tag	ftype	length_bp	gene	EC_number	COG	product
FCDJCBPM_03824	gene	3690				
FCDJCBPM_03825	gene	1194				
FCDJCBPM_03826	gene	720				
FCDJCBPM_03827	gene	651				
FCDJCBPM_03828	gene	132				
FCDJCBPM_03829	gene	510				
FCDJCBPM_03830	gene	633				
FCDJCBPM_03831	gene	879	mntA			
FCDJCBPM_03832	gene	882	mntB_4			
FCDJCBPM_03833	gene	708	scaC			
FCDJCBPM_03834	gene	1779	ftsI_2			
FCDJCBPM_03835	gene	1386	hsrA			
FCDJCBPM_03836	gene	1263				
FCDJCBPM_03837	gene	1302				
FCDJCBPM_03838	gene	1029				
FCDJCBPM_03839	gene	1500	mglA_4			
FCDJCBPM_03840	gene	1020	rbsC_5			
FCDJCBPM_03841	gene	990	lsrR_1			
FCDJCBPM_03842	gene	1770	eryB			
FCDJCBPM_03843	gene	840	lsrF_2			
FCDJCBPM_03844	gene	1503	lyx			
FCDJCBPM_03845	gene	363				
FCDJCBPM_03846	gene	1509	dap			
FCDJCBPM_03847	gene	666	fucA			
FCDJCBPM_03848	gene	1329	fucP_1			
FCDJCBPM_03849	gene	1779	fucI			
FCDJCBPM_03850	gene	1464	fucK_3			
FCDJCBPM_03851	gene	423	fucU			
FCDJCBPM_03852	gene	705	glpR_5			
FCDJCBPM_03853	gene	183				
FCDJCBPM_03854	gene	1122				
FCDJCBPM_03855	gene	738				
FCDJCBPM_03856	gene	969	aroD			
FCDJCBPM_03857	gene	1833	btuD_9			
FCDJCBPM_03858	gene	855	gatY_4			
FCDJCBPM_03859	gene	1206	agaS_3			
FCDJCBPM_03860	gene	1299	kbaZ_2			
FCDJCBPM_03861	gene	774	srlR_6			
FCDJCBPM_03862	gene	921	agaK			
FCDJCBPM_03863	gene	339				
FCDJCBPM_03864	gene	1089	namA_2			
FCDJCBPM_03865	gene	1170	xylH			
FCDJCBPM_03866	gene	1545	xylG_1			
FCDJCBPM_03867	gene	996	xylF			
FCDJCBPM_03868	gene	1395	xylA			
FCDJCBPM_03869	gene	1455	xylB_5			
FCDJCBPM_03870	gene	1188	xylR			
FCDJCBPM_03871	gene	2685	mgtB			
FCDJCBPM_03872	gene	702	mgtC			
FCDJCBPM_03873	gene	186				
FCDJCBPM_03874	gene	252				
FCDJCBPM_03875	gene	1218				
FCDJCBPM_03876	gene	957	dmlR_8			
FCDJCBPM_03877	gene	1815	treA_2			
FCDJCBPM_03878	gene	1272	gdhA			
FCDJCBPM_03879	gene	1431	gabP			
FCDJCBPM_03880	gene	1023	adhT			
FCDJCBPM_03881	gene	1041	adh_1			
FCDJCBPM_03882	gene	852	rhtA			
FCDJCBPM_03883	gene	603				
FCDJCBPM_03884	gene	429	osmC			
FCDJCBPM_03885	gene	708	nanR_2			
FCDJCBPM_03886	gene	738	xynR_4			
FCDJCBPM_03887	gene	1122	uctC_1			
FCDJCBPM_03888	gene	1158	uctC_2			
FCDJCBPM_03889	gene	1143				
FCDJCBPM_03890	gene	1011	rhaT_2			
FCDJCBPM_03891	gene	1062	iolG_3			
FCDJCBPM_03892	gene	867				
FCDJCBPM_03893	gene	903	yjhH_1			
FCDJCBPM_03894	gene	333	rhaM_2			
FCDJCBPM_03895	gene	450	paaZ_2			
FCDJCBPM_03896	gene	1152	fucO			
FCDJCBPM_03897	gene	1350	gntT_3			
FCDJCBPM_03898	gene	1968	yjhG			
FCDJCBPM_03899	gene	903	yjhH_2			
FCDJCBPM_03900	gene	789	rhmR			
FCDJCBPM_03901	gene	396				
FCDJCBPM_03902	gene	780				
FCDJCBPM_03903	gene	294				
FCDJCBPM_03904	gene	705				
FCDJCBPM_03905	gene	879	dmlR_9			
FCDJCBPM_03906	gene	303				
FCDJCBPM_03907	gene	3519				
FCDJCBPM_03908	gene	1047				
FCDJCBPM_03909	gene	585				
FCDJCBPM_03910	gene	339				
FCDJCBPM_03911	gene	300				
FCDJCBPM_03912	gene	351				
FCDJCBPM_03913	gene	1593	lsrK			
FCDJCBPM_03914	gene	954	lsrR_2			
FCDJCBPM_03915	gene	1548	lsrA_2			
FCDJCBPM_03916	gene	1050	lsrC			
FCDJCBPM_03917	gene	1014	lsrD			
FCDJCBPM_03918	gene	1023	lsrB			
FCDJCBPM_03919	gene	876	lsrF_3			
FCDJCBPM_03920	gene	291	lsrG			
FCDJCBPM_03921	gene	747	lsrE			
FCDJCBPM_03922	gene	411				
FCDJCBPM_03923	gene	144				
FCDJCBPM_03924	gene	1557	prmC_3			
FCDJCBPM_03925	gene	1224				
FCDJCBPM_03926	gene	1200				
FCDJCBPM_03927	gene	3120	hsdR			
FCDJCBPM_03928	gene	933				
FCDJCBPM_03929	gene	396				
FCDJCBPM_03930	gene	624				
FCDJCBPM_03931	gene	85				
FCDJCBPM_03932	gene	792	nei			
FCDJCBPM_03933	gene	534				
FCDJCBPM_03934	gene	963				
FCDJCBPM_03935	gene	900	nodD2_2			
FCDJCBPM_03936	gene	1071	lptG			
FCDJCBPM_03937	gene	1101	lptF			
FCDJCBPM_03938	gene	1512	pepA			
FCDJCBPM_03939	gene	450	holC			
FCDJCBPM_03940	gene	2856	valS			
FCDJCBPM_03941	gene	504				
FCDJCBPM_03942	gene	441	rraB			
FCDJCBPM_03943	gene	1020	argI			
FCDJCBPM_03944	gene	468	tabA			
FCDJCBPM_03945	gene	108				
FCDJCBPM_03946	gene	945	pyrB			
FCDJCBPM_03947	gene	465	pyrI			
FCDJCBPM_03948	gene	387	ridA			
FCDJCBPM_03949	gene	987	psdht			
FCDJCBPM_03950	gene	714				
FCDJCBPM_03951	gene	1512				
FCDJCBPM_03952	gene	2139	nrdD			
FCDJCBPM_03953	gene	591				
FCDJCBPM_03954	gene	426				
FCDJCBPM_03955	gene	591				
FCDJCBPM_03956	gene	1254				
FCDJCBPM_03957	gene	1782				
FCDJCBPM_03958	gene	3120	cusA			
FCDJCBPM_03959	gene	1341	gltP			
FCDJCBPM_03960	gene	1959	acs			
FCDJCBPM_03961	gene	318	yjcH			
FCDJCBPM_03962	gene	1662	actP			
FCDJCBPM_03963	gene	693	yohK_2			
FCDJCBPM_03964	gene	423	cidA			
FCDJCBPM_03965	gene	918	cynR_1			
FCDJCBPM_03966	gene	1647	nhaK			
FCDJCBPM_03967	gene	2316	fcuA			
FCDJCBPM_03968	gene	759	fabG_7			
FCDJCBPM_03969	gene	906	pgrR_6			
FCDJCBPM_03970	gene	822				
FCDJCBPM_03971	gene	1005	ssuA_3			
FCDJCBPM_03972	gene	534				
FCDJCBPM_03973	gene	1098	msuD			
FCDJCBPM_03974	gene	1113				
FCDJCBPM_03975	gene	537	ssb			
FCDJCBPM_03976	gene	2844	uvrA			
FCDJCBPM_03977	gene	519				
FCDJCBPM_03978	gene	354	yjbR			
FCDJCBPM_03979	gene	417				
FCDJCBPM_03980	gene	1197	tyrB			
FCDJCBPM_03981	gene	1407	dnaB			
FCDJCBPM_03982	gene	984	qorA			
FCDJCBPM_03983	gene	240	pspG			
FCDJCBPM_03984	gene	1563				
FCDJCBPM_03985	gene	1101				
FCDJCBPM_03986	gene	723				
FCDJCBPM_03987	gene	1032	dusA			
FCDJCBPM_03988	gene	630	rcsA_2			
FCDJCBPM_03989	gene	510	zur			
FCDJCBPM_03990	gene	153				
FCDJCBPM_03991	gene	1068	cpdA_5			
FCDJCBPM_03992	gene	231				
FCDJCBPM_03993	gene	210				
FCDJCBPM_03994	gene	609	lexA_3			
FCDJCBPM_03995	gene	2460	plsB			
FCDJCBPM_03996	gene	873	ubiA			
FCDJCBPM_03997	gene	528	ubiC			
FCDJCBPM_03998	gene	2088				
FCDJCBPM_03999	gene	756				
FCDJCBPM_04000	gene	648	gfcB			
FCDJCBPM_04001	gene	267				
FCDJCBPM_04002	gene	1650	pgi			
FCDJCBPM_04003	gene	1365	lysC			
FCDJCBPM_04004	gene	1671				
FCDJCBPM_04005	gene	993	btuD_10			
FCDJCBPM_04006	gene	786	phnV_2			
FCDJCBPM_04007	gene	840				
FCDJCBPM_04008	gene	798				
FCDJCBPM_04009	gene	1062				
FCDJCBPM_04010	gene	843				
FCDJCBPM_04011	gene	768	bacC_4			
FCDJCBPM_04012	gene	612				
FCDJCBPM_04013	gene	333				
FCDJCBPM_04014	gene	126				
FCDJCBPM_04015	gene	987				
FCDJCBPM_04016	gene	1404	davT_2			
FCDJCBPM_04017	gene	3717	metH			
FCDJCBPM_04018	gene	600	gntK			
FCDJCBPM_04019	gene	1812	edd			
FCDJCBPM_04020	gene	930	metAS			
FCDJCBPM_04021	gene	426				
FCDJCBPM_04022	gene	111				
FCDJCBPM_04023	gene	2906				
FCDJCBPM_04024	gene	76				
FCDJCBPM_04025	gene	77				
FCDJCBPM_04026	gene	1538				
FCDJCBPM_04027	gene	1590	purH			
FCDJCBPM_04028	gene	1284	purD			
FCDJCBPM_04029	gene	669				
FCDJCBPM_04030	gene	273	hupA			
FCDJCBPM_04031	gene	591				
FCDJCBPM_04032	gene	696	nfi			
FCDJCBPM_04033	gene	1065	hemE			
FCDJCBPM_04034	gene	771	nudC_2			
FCDJCBPM_04035	gene	501	rsd			
FCDJCBPM_04036	gene	1929	thiC			
FCDJCBPM_04037	gene	651	thiE			
FCDJCBPM_04038	gene	867	thiF			
FCDJCBPM_04039	gene	201	thiS			
FCDJCBPM_04040	gene	783	thiG			
FCDJCBPM_04041	gene	1143	thiH			
FCDJCBPM_04042	gene	4221	rpoC			
FCDJCBPM_04043	gene	4029	rpoB			
FCDJCBPM_04044	gene	369	rplL			
FCDJCBPM_04045	gene	498	rplJ			
FCDJCBPM_04046	gene	705	rplA			
FCDJCBPM_04047	gene	429	rplK			
FCDJCBPM_04048	gene	546	nusG			
FCDJCBPM_04049	gene	384	secE			
FCDJCBPM_04050	gene	1185	tufB_2			
FCDJCBPM_04051	gene	76				
FCDJCBPM_04052	gene	75				
FCDJCBPM_04053	gene	85				
FCDJCBPM_04054	gene	76				
FCDJCBPM_04055	gene	951	coaA			
FCDJCBPM_04056	gene	702	pepE_2			
FCDJCBPM_04057	gene	960	birA			
FCDJCBPM_04058	gene	1038	murB			
FCDJCBPM_04059	gene	792				
FCDJCBPM_04060	gene	108				
FCDJCBPM_04061	gene	111				
FCDJCBPM_04062	gene	76				
FCDJCBPM_04063	gene	111				
FCDJCBPM_04064	gene	2906				
FCDJCBPM_04065	gene	76				
FCDJCBPM_04066	gene	77				
FCDJCBPM_04067	gene	1538				
FCDJCBPM_04068	gene	873	murI			
FCDJCBPM_04069	gene	1887	btuB_3			
FCDJCBPM_04070	gene	1113	trmA			
FCDJCBPM_04071	gene	378	yijD			
FCDJCBPM_04072	gene	654	fabR			
FCDJCBPM_04073	gene	1398	sthA			
FCDJCBPM_04074	gene	918	oxyR_6			
FCDJCBPM_04074	CDS	918	oxyR_6			Hydrogen peroxide-inducible genes activator
FCDJCBPM_04075	gene	735	PGdx			
FCDJCBPM_04076	gene	1374	argH_2			
FCDJCBPM_04077	gene	129				
FCDJCBPM_04078	gene	774	argB			
FCDJCBPM_04079	gene	1005	argC			
FCDJCBPM_04080	gene	1149	argE_3			
FCDJCBPM_04081	gene	2643	ppc			
FCDJCBPM_04082	gene	924	metF			
FCDJCBPM_04083	gene	2439	metL			
FCDJCBPM_04084	gene	1161	metB			
FCDJCBPM_04085	gene	318	metJ			
FCDJCBPM_04086	gene	1014	pipB2_2			
FCDJCBPM_04087	gene	150				
FCDJCBPM_04088	gene	216	rpmE			
FCDJCBPM_04089	gene	2196	priA			
FCDJCBPM_04090	gene	1041	cytR_2			
FCDJCBPM_04091	gene	897	ftsN			
FCDJCBPM_04092	gene	549	hslV			
FCDJCBPM_04093	gene	1332	hslU			
FCDJCBPM_04094	gene	918	menA			
FCDJCBPM_04095	gene	486	rraA			
FCDJCBPM_04096	gene	240	zapB			
FCDJCBPM_04097	gene	867	glpF			
FCDJCBPM_04098	gene	1515	glpK			
FCDJCBPM_04099	gene	1011	glpX			
FCDJCBPM_04100	gene	76				
FCDJCBPM_04101	gene	747	fpr			
FCDJCBPM_04102	gene	813				
FCDJCBPM_04103	gene	768	tpiA			
FCDJCBPM_04104	gene	993	sbp			
FCDJCBPM_04105	gene	963	pfkA_1			
FCDJCBPM_04106	gene	399	psiE			
FCDJCBPM_04107	gene	873	pphA_2			
FCDJCBPM_04108	gene	285				
FCDJCBPM_04109	gene	297				
FCDJCBPM_04110	gene	585				
FCDJCBPM_04111	gene	567				
FCDJCBPM_04112	gene	426	rppH_2			
FCDJCBPM_04113	gene	489	cpxP			
FCDJCBPM_04114	gene	699	cpxR_2			
FCDJCBPM_04115	gene	1374	cpxA			
FCDJCBPM_04116	gene	468	trmL			
FCDJCBPM_04117	gene	816	cysE			
FCDJCBPM_04118	gene	1017	gpsA			
FCDJCBPM_04119	gene	471	secB			
FCDJCBPM_04120	gene	252	grxC			
FCDJCBPM_04121	gene	432	yibN			
FCDJCBPM_04122	gene	1263	envC			
FCDJCBPM_04123	gene	1074				
FCDJCBPM_04124	gene	1224	mshA_5			
FCDJCBPM_04125	gene	942				
FCDJCBPM_04126	gene	933	hldD			
FCDJCBPM_04127	gene	1062	rfaF			
FCDJCBPM_04128	gene	975	rfaC			
FCDJCBPM_04129	gene	1119				
FCDJCBPM_04130	gene	906				
FCDJCBPM_04131	gene	1203				
FCDJCBPM_04132	gene	975				
FCDJCBPM_04133	gene	1104	pglJ			
FCDJCBPM_04134	gene	999	arnC_4			
FCDJCBPM_04135	gene	1113	rfaQ			
FCDJCBPM_04136	gene	1128	rfaG			
FCDJCBPM_04137	gene	1269	waaA			
FCDJCBPM_04138	gene	780				
FCDJCBPM_04139	gene	483	coaD			
FCDJCBPM_04140	gene	810	mutM			
FCDJCBPM_04141	gene	168	rpmG			
FCDJCBPM_04142	gene	237	rpmB			
FCDJCBPM_04143	gene	684				
FCDJCBPM_04144	gene	1215	coaBC			
FCDJCBPM_04145	gene	459	dut			
FCDJCBPM_04146	gene	597	slmA_3			
FCDJCBPM_04147	gene	642	pyrE			
FCDJCBPM_04148	gene	1656				
FCDJCBPM_04149	gene	213				
FCDJCBPM_04150	gene	720	rph			
FCDJCBPM_04151	gene	864				
FCDJCBPM_04152	gene	501				
FCDJCBPM_04153	gene	1023	btuD_11			
FCDJCBPM_04154	gene	1104	oppD_2			
FCDJCBPM_04155	gene	2055	apc3_3			
FCDJCBPM_04156	gene	1857	apc4_3			
FCDJCBPM_04157	gene	1359				
FCDJCBPM_04158	gene	885	gsiD_3			
FCDJCBPM_04159	gene	945	gsiC_3			
FCDJCBPM_04160	gene	1641	appA_1			
FCDJCBPM_04161	gene	1149	dapE_3			
FCDJCBPM_04162	gene	1173				
FCDJCBPM_04163	gene	957	dmlR_10			
FCDJCBPM_04164	gene	1146	sotB_2			
FCDJCBPM_04165	gene	645	rppH_3			
FCDJCBPM_04166	gene	558				
FCDJCBPM_04167	gene	468				
FCDJCBPM_04168	gene	1101	hcnC_2			
FCDJCBPM_04169	gene	933				
FCDJCBPM_04170	gene	1044				
FCDJCBPM_04171	gene	465	elaA			
FCDJCBPM_04172	gene	2295	ydeP_2			
FCDJCBPM_04173	gene	570	sutR_3			
FCDJCBPM_04174	gene	531	ttr			
FCDJCBPM_04175	gene	1995				
FCDJCBPM_04176	gene	795	ramA_3			
FCDJCBPM_04177	gene	924	cdhR_3			
FCDJCBPM_04178	gene	2022				
FCDJCBPM_04179	gene	1269	entS_3			
FCDJCBPM_04180	gene	1578	gsiB_4			
FCDJCBPM_04181	gene	1011	dppD_4			
FCDJCBPM_04182	gene	969	oppD_3			
FCDJCBPM_04183	gene	921	gsiD_4			
FCDJCBPM_04184	gene	945	gsiC_4			
FCDJCBPM_04185	gene	402				
FCDJCBPM_04186	gene	426	mhqR			
FCDJCBPM_04187	gene	627	gmk			
FCDJCBPM_04188	gene	276	rpoZ			
FCDJCBPM_04189	gene	2106	spoT			
FCDJCBPM_04190	gene	213				
FCDJCBPM_04191	gene	2085	recG			
FCDJCBPM_04192	gene	1386	xanP			
FCDJCBPM_04193	gene	1692				
FCDJCBPM_04194	gene	942				
FCDJCBPM_04195	gene	438	dtd			
FCDJCBPM_04196	gene	912				
FCDJCBPM_04197	gene	588	yihX			
FCDJCBPM_04198	gene	1332	fucP_2			
FCDJCBPM_04199	gene	228				
FCDJCBPM_04200	gene	186				
FCDJCBPM_04201	gene	774	deoR_1			
FCDJCBPM_04202	gene	1812	typA			
FCDJCBPM_04203	gene	1419	glnA			
FCDJCBPM_04204	gene	1050	glnL			
FCDJCBPM_04205	gene	1413	ntrC			
FCDJCBPM_04206	gene	123				
FCDJCBPM_04207	gene	1377	hemN			
FCDJCBPM_04208	gene	546	yihI			
FCDJCBPM_04209	gene	645	engB			
FCDJCBPM_04210	gene	2787	polA			
FCDJCBPM_04211	gene	624	dsbA			
FCDJCBPM_04212	gene	954	srkA_3			
FCDJCBPM_04213	gene	270	yihD			
FCDJCBPM_04214	gene	591	mobA			
FCDJCBPM_04215	gene	537	mobB			
FCDJCBPM_04216	gene	111				
FCDJCBPM_04217	gene	3002				
FCDJCBPM_04218	gene	76				
FCDJCBPM_04219	gene	1538				
FCDJCBPM_04220	gene	690	mce2R			
FCDJCBPM_04221	gene	1869	kup			
FCDJCBPM_04222	gene	1554	ravA			
FCDJCBPM_04223	gene	1470	viaA			
FCDJCBPM_04224	gene	462	asnC			
FCDJCBPM_04225	gene	453	mioC			
FCDJCBPM_04226	gene	702				
FCDJCBPM_04227	gene	132				
FCDJCBPM_04228	gene	339				
FCDJCBPM_04229	gene	1764				
FCDJCBPM_04230	gene	543	betI_4			
FCDJCBPM_04231	gene	1503	smvA			
FCDJCBPM_04232	gene	3033				
FCDJCBPM_04233	gene	543				
FCDJCBPM_04234	gene	993				
FCDJCBPM_04235	gene	1041	idnD			
FCDJCBPM_04236	gene	1359	dgoT_6			
FCDJCBPM_04237	gene	780	idnO_2			
FCDJCBPM_04238	gene	708	nanR_3			
FCDJCBPM_04239	gene	1254				
FCDJCBPM_04240	gene	873				
FCDJCBPM_04241	gene	336				
FCDJCBPM_04242	gene	597				
FCDJCBPM_04243	gene	882	dhaAF			
FCDJCBPM_04244	gene	2283				
FCDJCBPM_04245	gene	2307				
FCDJCBPM_04246	gene	720	phnF			
FCDJCBPM_04247	gene	450	phnG			
FCDJCBPM_04248	gene	576	phnH			
FCDJCBPM_04249	gene	1074	phnI			
FCDJCBPM_04250	gene	846	phnJ			
FCDJCBPM_04251	gene	762	phnK			
FCDJCBPM_04252	gene	705	phnL			
FCDJCBPM_04253	gene	1137	phnM			
FCDJCBPM_04254	gene	543	phnN			
FCDJCBPM_04255	gene	753	phnP			
FCDJCBPM_04256	gene	792	glnQ_11			
FCDJCBPM_04257	gene	930				
FCDJCBPM_04258	gene	867				
FCDJCBPM_04259	gene	900				
FCDJCBPM_04260	gene	1401				
FCDJCBPM_04261	gene	1059	ala			
FCDJCBPM_04262	gene	1107	potA_4			
FCDJCBPM_04263	gene	1713				
FCDJCBPM_04264	gene	1545	ifcA			
FCDJCBPM_04265	gene	996	sdpA			
FCDJCBPM_04266	gene	1050	idiA			
FCDJCBPM_04267	gene	1230	hyuC_1			
FCDJCBPM_04268	gene	954				
FCDJCBPM_04269	gene	780	cmpD_2			
FCDJCBPM_04270	gene	747				
FCDJCBPM_04271	gene	816				
FCDJCBPM_04272	gene	1551	lcfB_2			
FCDJCBPM_04273	gene	435	paaI_2			
FCDJCBPM_04274	gene	1014	ccrA2_2			
FCDJCBPM_04275	gene	762				
FCDJCBPM_04276	gene	753	ydfG_2			
FCDJCBPM_04277	gene	948				
FCDJCBPM_04278	gene	822				
FCDJCBPM_04279	gene	1302	codB_5			
FCDJCBPM_04280	gene	540				
FCDJCBPM_04281	gene	1605	fdhL			
FCDJCBPM_04282	gene	1335	fdhC			
FCDJCBPM_04283	gene	1614				
FCDJCBPM_04284	gene	606				
FCDJCBPM_04285	gene	483				
FCDJCBPM_04286	gene	738	bepA_4			
FCDJCBPM_04287	gene	843				
FCDJCBPM_04288	gene	876				
FCDJCBPM_04289	gene	1281				
FCDJCBPM_04290	gene	1116				
FCDJCBPM_04291	gene	1296	sctC_5			
FCDJCBPM_04292	gene	798				
FCDJCBPM_04293	gene	456				
FCDJCBPM_04294	gene	270				
FCDJCBPM_04295	gene	603				
FCDJCBPM_04296	gene	861	aidA_2			
FCDJCBPM_04297	gene	1494	tauR			
FCDJCBPM_04298	gene	636				
FCDJCBPM_04299	gene	693	pepE_3			
FCDJCBPM_04300	gene	681				
FCDJCBPM_04301	gene	939				
FCDJCBPM_04302	gene	1626				
FCDJCBPM_04303	gene	765	xynR_5			
FCDJCBPM_04304	gene	1656				
FCDJCBPM_04305	gene	969				
FCDJCBPM_04306	gene	720	msiK			
FCDJCBPM_04307	gene	93				
FCDJCBPM_04308	gene	687				
FCDJCBPM_04309	gene	870	pdxI			
FCDJCBPM_04310	gene	903	pgrR_7			
FCDJCBPM_04311	gene	600	sutR_4			
FCDJCBPM_04312	gene	930				
FCDJCBPM_04313	gene	783	aiiA			
FCDJCBPM_04314	gene	1023	rhaS_10			
FCDJCBPM_04315	gene	765	fabG_8			
FCDJCBPM_04316	gene	1431	bglH			
FCDJCBPM_04317	gene	1455	bglF			
FCDJCBPM_04318	gene	1029	ascG			
FCDJCBPM_04319	gene	1215	adh_2			
FCDJCBPM_04320	gene	819				
FCDJCBPM_04321	gene	3399				
FCDJCBPM_04322	gene	972				
FCDJCBPM_04323	gene	225				
FCDJCBPM_04324	gene	1089				
FCDJCBPM_04325	gene	351				
FCDJCBPM_04326	gene	1065	uxuA_2			
FCDJCBPM_04327	gene	1335	gntP			
FCDJCBPM_04328	gene	756	fabG_9			
FCDJCBPM_04329	gene	894	rhaS_11			
FCDJCBPM_04330	gene	2805				
FCDJCBPM_04331	gene	1053				
FCDJCBPM_04332	gene	1548	aplK			
FCDJCBPM_04333	gene	1419				
FCDJCBPM_04334	gene	948	aptB			
FCDJCBPM_04335	gene	831	aptA			
FCDJCBPM_04336	gene	957	deoR_2			
FCDJCBPM_04337	gene	1089	rbsC_6			
FCDJCBPM_04338	gene	1527	xylG_2			
FCDJCBPM_04339	gene	609				
FCDJCBPM_04340	gene	945	rbsB_3			
FCDJCBPM_04341	gene	513				
FCDJCBPM_04342	gene	675	trmR			
FCDJCBPM_04343	gene	165				
FCDJCBPM_04344	gene	1194	yfcJ_2			
FCDJCBPM_04345	gene	291				
FCDJCBPM_04346	gene	930	syrM1_2			
FCDJCBPM_04347	gene	1233				
FCDJCBPM_04348	gene	756	hcaB_5			
FCDJCBPM_04349	gene	1092	opuCA			
FCDJCBPM_04350	gene	654	opuCB			
FCDJCBPM_04351	gene	753				
FCDJCBPM_04352	gene	882	opuCC			
FCDJCBPM_04353	gene	1530	hutH_2			
FCDJCBPM_04354	gene	1197	uctC_3			
FCDJCBPM_04355	gene	894	mmgB			
FCDJCBPM_04356	gene	771	paaF			
FCDJCBPM_04357	gene	600	inhA_2			
FCDJCBPM_04358	gene	768	occP_2			
FCDJCBPM_04359	gene	1701	apc4_4			
FCDJCBPM_04360	gene	2094	apc3_4			
FCDJCBPM_04361	gene	858	occT_3			
FCDJCBPM_04362	gene	729	occM_3			
FCDJCBPM_04363	gene	720	occQ_2			
FCDJCBPM_04364	gene	1530	hutH_3			
FCDJCBPM_04365	gene	915	murR_2			
FCDJCBPM_04366	gene	558				
FCDJCBPM_04367	gene	423				
FCDJCBPM_04368	gene	963	aes_2			
FCDJCBPM_04369	gene	936	rhaS_12			
FCDJCBPM_04370	gene	1035				
FCDJCBPM_04371	gene	249				
FCDJCBPM_04372	gene	1338				
FCDJCBPM_04373	gene	1026	metN_2			
FCDJCBPM_04374	gene	669	metP			
FCDJCBPM_04375	gene	819	metQ_2			
FCDJCBPM_04376	gene	1599	dppA_3			
FCDJCBPM_04377	gene	888				
FCDJCBPM_04378	gene	969	doeB			
FCDJCBPM_04379	gene	675	yecS_5			
FCDJCBPM_04380	gene	654	yecS_6			
FCDJCBPM_04381	gene	783	glnQ_12			
FCDJCBPM_04382	gene	987	gsiC_5			
FCDJCBPM_04383	gene	870	gsiD_5			
FCDJCBPM_04384	gene	1611	glpE_2			
FCDJCBPM_04385	gene	1155				
FCDJCBPM_04386	gene	1632	yejF_2			
FCDJCBPM_04387	gene	804	baiA			
FCDJCBPM_04388	gene	1203	soxC_2			
FCDJCBPM_04389	gene	1338	ntaA_1			
FCDJCBPM_04390	gene	1350	ntaA_2			
FCDJCBPM_04391	gene	1266	soxC_3			
FCDJCBPM_04392	gene	795	mtnB_2			
FCDJCBPM_04393	gene	1599	appA_2			
FCDJCBPM_04394	gene	981	pfkA_2			
FCDJCBPM_04395	gene	291				
FCDJCBPM_04396	gene	1338	ulaA_3			
FCDJCBPM_04397	gene	273				
FCDJCBPM_04398	gene	438	ulaC_3			
FCDJCBPM_04399	gene	540				
FCDJCBPM_04400	gene	912	lacD			
FCDJCBPM_04401	gene	699	yieH_2			
FCDJCBPM_04402	gene	918	pgrR_8			
FCDJCBPM_04403	gene	1041	ppsC_3			
FCDJCBPM_04404	gene	213				
FCDJCBPM_04405	gene	888	hcaB_6			
FCDJCBPM_04406	gene	741	fabG_10			
FCDJCBPM_04407	gene	909	pgrR_9			
FCDJCBPM_04408	gene	582	nemR_2			
FCDJCBPM_04409	gene	480				
FCDJCBPM_04410	gene	1650	pckA_2			
FCDJCBPM_04411	gene	909	pmdD			
FCDJCBPM_04412	gene	1278	dctA			
FCDJCBPM_04413	gene	1347	oprB			
FCDJCBPM_04414	gene	882				
FCDJCBPM_04415	gene	888	cynR_2			
FCDJCBPM_04416	gene	1245	hdfR_7			
FCDJCBPM_04417	gene	741	galB			
FCDJCBPM_04418	gene	714	galC			
FCDJCBPM_04419	gene	1101	galD			
FCDJCBPM_04420	gene	870				
FCDJCBPM_04421	gene	438	rrrD			
FCDJCBPM_04422	gene	336				
FCDJCBPM_04423	gene	1356	gbpA_2			
FCDJCBPM_04424	gene	831				
FCDJCBPM_04425	gene	888	hdfR_8			
FCDJCBPM_04426	gene	1032	rpnA			
FCDJCBPM_04427	gene	1374				
FCDJCBPM_04428	gene	711				
FCDJCBPM_04429	gene	891	hdfR_9			
FCDJCBPM_04430	gene	1221	hemL_2			
FCDJCBPM_04431	gene	1287	siaT			
FCDJCBPM_04432	gene	501				
FCDJCBPM_04433	gene	984				
FCDJCBPM_04434	gene	705				
FCDJCBPM_04435	gene	768	nimR_2			
FCDJCBPM_04436	gene	810				
FCDJCBPM_04437	gene	2034				
FCDJCBPM_04438	gene	711				
FCDJCBPM_04439	gene	555				
FCDJCBPM_04440	gene	1014				
FCDJCBPM_04441	gene	465	lrp_2			
FCDJCBPM_04442	gene	1677	mdlC			
FCDJCBPM_04443	gene	351				
FCDJCBPM_04444	gene	813				
FCDJCBPM_04445	gene	1335				
FCDJCBPM_04446	gene	600	comR_7			
FCDJCBPM_04447	gene	765	fabG_11			
FCDJCBPM_04448	gene	987				
FCDJCBPM_04449	gene	2538	treY			
FCDJCBPM_04450	gene	1797	glgB_2			
FCDJCBPM_04451	gene	348				
FCDJCBPM_04452	gene	417	vapC			
FCDJCBPM_04453	gene	231				
FCDJCBPM_04454	gene	816				
FCDJCBPM_04455	gene	240				
FCDJCBPM_04456	gene	492				
FCDJCBPM_04457	gene	384	adhR			
FCDJCBPM_04458	gene	963				
FCDJCBPM_04459	gene	621				
FCDJCBPM_04460	gene	732				
FCDJCBPM_04461	gene	714				
FCDJCBPM_04462	gene	252				
FCDJCBPM_04463	gene	1020				
FCDJCBPM_04464	gene	438				
FCDJCBPM_04465	gene	693				
FCDJCBPM_04466	gene	630	rutB_2			
FCDJCBPM_04467	gene	1344				
FCDJCBPM_04468	gene	474	slyA_6			
